datasource;dayofservice;tripid;progrnumber;stoppointid;plannedtime_arr;plannedtime_dep;actualtime_arr;actualtime_dep;vehicleid;passengers;passengersin;passengersout;distance;suppressed;justificationid;lastupdate;note
DB;21-MAR-17 00:00:00;4518248;76;4546;41091;41091;41585;41585;2534834;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4518248;80;1547;41285;41285;42008;42008;2534834;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4518248;83;6348;41460;41460;42159;42159;2534834;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4518249;3;2957;43704;43704;43331;43331;2534834;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4518249;5;4938;43920;43920;43396;43452;2534834;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4518249;6;1549;44280;44280;43654;43670;2534834;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4518249;10;1526;44536;44536;43842;43859;2534834;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4518249;29;839;45480;45480;44982;44982;2534834;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4518249;40;1937;46843;46843;46505;46528;2534834;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4518249;43;1940;47126;47126;46881;46894;2534834;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4518249;45;1942;47280;47280;46977;47019;2534834;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4518249;48;1945;47478;47478;47234;47271;2534834;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4518249;52;2643;47820;47820;47546;47560;2534834;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4518249;55;2710;48000;48000;47697;47697;2534834;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4518249;62;2673;48657;48657;48193;48202;2534834;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4518249;67;2124;48960;48960;48451;48464;2534834;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4518249;70;2127;49066;49066;48584;48602;2534834;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4518249;72;2129;49180;49180;48693;48726;2534834;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4518249;74;7473;49323;49323;48862;48880;2534834;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4518249;77;2682;49449;49449;49012;49012;2534834;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4518250;5;2678;51054;51054;50993;50993;2534834;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4518250;25;2714;52145;52145;52288;52300;2534834;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4518250;30;1989;52429;52429;52525;52548;2534834;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4518250;33;1993;52680;52680;52756;52756;2534834;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4518250;35;1995;52800;52800;52845;52869;2534834;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4518250;39;1999;53100;53100;53072;53090;2534834;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4518250;41;2002;53280;53280;53305;53305;2534834;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4518250;42;1358;53403;53403;53351;53375;2534834;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4518250;43;319;53510;53510;53467;53633;2534834;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4518250;46;11;54000;54000;53915;53931;2534834;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4518250;47;14;54084;54084;53995;53995;2534834;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4518250;49;834;54225;54225;54104;54104;2534834;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4518250;52;837;54339;54339;54160;54160;2534834;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4518250;57;1510;54720;54720;54530;54530;2534834;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4518250;58;1511;54744;54744;54541;54559;2534834;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4518250;64;4363;54990;54990;54805;54805;2534834;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4518250;66;1597;55058;55058;54866;54876;2534834;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4518250;73;1519;55147;55147;55121;55134;2534834;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4518250;81;1548;55396;55396;55721;55731;2534834;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4518251;1;7132;57600;57600;57571;57571;2534834;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4518251;7;1523;57985;57985;58061;58088;2534834;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4518251;11;6080;58062;58062;58227;58240;2534834;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4518251;18;1608;58335;58335;58572;58572;2534834;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4518251;27;186;58980;58980;59248;59258;2534834;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4518251;28;838;59011;59011;59284;59284;2534834;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4518251;35;261;59520;59520;59803;59816;2534834;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4518251;36;270;59700;59700;59942;60011;2534834;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4518251;42;1939;60660;60660;60891;60923;2534834;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4518251;46;1943;60960;60960;61188;61200;2534834;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4518251;47;1944;61089;61089;61530;61550;2534834;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4518251;49;1946;61399;61399;61856;61879;2534834;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4518251;53;2644;61800;61800;62197;62223;2534834;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4518251;54;2709;61858;61858;62263;62280;2534834;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4518464;12;2637;68353;68353;67934;67949;1000494;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4518464;18;4401;69006;69006;68407;68417;1000494;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4518464;20;2214;69234;69234;68593;68603;1000494;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4518464;22;2216;69351;69351;68685;68700;1000494;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4518464;27;4603;69722;69722;69044;69044;1000494;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4518464;38;4613;70350;70350;69574;69574;1000494;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4518465;3;494;77661;77661;77643;77643;1000494;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4518465;6;7588;77881;77881;77837;77848;1000494;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4518465;13;2721;78522;78522;78558;78567;1000494;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4518465;24;4601;79190;79190;79204;79222;1000494;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4518465;30;4562;79514;79514;79570;79576;1000494;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4518465;32;4607;79599;79599;79673;79681;1000494;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4518465;34;4609;79709;79709;79793;79793;1000494;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4518465;40;7168;79948;79948;80069;80080;1000494;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4518466;7;4625;81283;81283;81276;81276;1000494;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4518466;8;4628;81314;81314;81296;81305;1000494;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4518466;11;4561;81447;81447;81446;81461;1000494;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4518466;15;4632;81613;81613;81622;81622;1000494;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4518466;16;5164;81660;81660;81648;81648;1000494;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4518466;18;2234;81827;81827;81767;81767;1000494;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4518466;20;2236;81894;81894;81827;81827;1000494;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4518466;23;5056;81933;81933;81862;81869;1000494;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4518466;25;2241;82142;82142;82076;82088;1000494;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4518466;38;4530;83423;83423;83177;83177;1000494;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4518467;8;312;84908;84908;84634;84651;1000494;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4518467;11;4407;85122;85122;84839;84839;1000494;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4518467;22;2216;85882;85882;85453;85453;1000494;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4518467;26;4602;86087;86087;85592;85599;1000494;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4518467;28;4604;86174;86174;85704;85704;1000494;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4518467;35;4610;86525;86525;86002;86002;1000494;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4518467;37;4612;86608;86608;86086;86086;1000494;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4518476;9;18;20792;20792;21061;21061;2534800;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4518476;18;220;21105;21105;21350;21350;2534800;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4518476;25;1628;21389;21389;21626;21626;2534800;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4518476;30;3672;21639;21639;21832;21832;2534800;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4518476;35;3678;21910;21910;22047;22060;2534800;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4518476;42;5175;22332;22332;22389;22401;2534800;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4518476;50;3762;22657;22657;22671;22671;2534800;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4518476;59;3771;22940;22940;22997;22997;2534800;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4518476;66;3778;23154;23154;23206;23206;2534800;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4518476;74;3788;23307;23307;23475;23475;2534800;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4518476;84;3799;23459;23459;23763;23763;2534800;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4518477;9;3822;25229;25229;25249;25249;2534800;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4518477;14;3826;25455;25455;25430;25430;2534800;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4518477;21;3834;25828;25828;25707;25730;2534800;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4518477;26;3840;26008;26008;25998;26030;2534800;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4518477;31;3846;26226;26226;26228;26228;2534800;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4518477;35;3851;26386;26386;26342;26342;2534800;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4518477;40;3856;26606;26606;26693;26693;2534800;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4518477;45;3861;26786;26786;26830;26830;2534800;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4518477;50;7398;28375;28375;28457;28498;2534800;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4518477;56;748;28760;28760;29561;29561;2534800;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4518478;2;1171;37861;37861;37891;37891;1001076;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4518478;8;17;38332;38332;38344;38344;1001076;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4518478;10;19;38414;38414;38395;38395;1001076;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4518478;16;205;38694;38694;38661;38671;1001076;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4518478;21;1624;39056;39056;39048;39056;1001076;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4518478;23;1626;39205;39205;39195;39257;1001076;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4518478;28;3670;39516;39516;39553;39561;1001076;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4518478;32;3675;39719;39719;39815;39830;1001076;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4518640;21;7576;45712;45712;45717;45717;1000295;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4518640;23;7587;46148;46148;46030;46044;1000295;;;;;;;03-APR-17 21:15:39;
DB;21-MAR-17 00:00:00;4518640;24;7588;46224;46224;46083;46096;1000295;;;;;;;03-APR-17 21:15:39;
DB;13-JAN-17 00:00:00;4084356;52;3963;49880;49880;49275;49275;1000180;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084367;52;3963;55280;55280;56148;56180;1001211;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084360;52;3963;57080;57080;58010;58025;1001203;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084442;52;3963;51680;51680;51198;51198;1001210;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084435;52;3963;48080;48080;47840;47840;1000912;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084370;52;3963;33141;33141;32804;32804;1001204;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084414;52;3963;35241;35241;35151;35151;1000906;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084393;52;3963;38841;38841;38415;38415;1000903;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084376;52;3963;37041;37041;36574;36574;1000301;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084413;52;3963;61371;61371;60596;60648;1000906;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084430;52;3963;59571;59571;59154;59154;1000900;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084369;52;3963;66771;66771;66502;66513;1000277;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084399;52;3963;63171;63171;62981;62981;1001206;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084441;52;3963;68571;68571;68184;68184;1001210;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084411;52;3963;62571;62571;61192;61192;1000594;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084420;52;3963;72171;72171;71515;71536;1001208;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084418;53;3964;83141;83141;83336;83350;1001216;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084359;53;3964;84941;84941;84848;84848;1001203;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084398;53;3964;81341;81341;81567;81567;1001206;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084412;53;3964;79541;79541;79979;79979;1000906;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084358;53;3964;31102;31102;31078;31094;1000304;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084377;53;3964;25702;25702;25052;25065;1000301;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084431;53;3964;27502;27502;26571;26584;1001200;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084422;53;3964;29302;29302;29621;29648;1000286;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084405;53;3964;76489;76489;76474;76474;2534866;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084440;53;3964;78289;78289;77726;77726;1001210;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084406;53;3964;42142;42142;41820;41820;2534866;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084361;53;3964;40342;40342;40259;40259;1001216;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084400;53;3964;43942;43942;43656;43656;1001206;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084375;53;3964;53529;53529;53625;53658;1000301;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084356;53;3964;49929;49929;49333;49333;1000180;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084367;53;3964;55329;55329;56240;56240;1001211;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084360;53;3964;57129;57129;58086;58095;1001203;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084435;53;3964;48129;48129;47897;47897;1000912;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084370;53;3964;33190;33190;32867;32881;1001204;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084393;53;3964;38890;38890;38471;38471;1000903;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084376;53;3964;37090;37090;36631;36643;1000301;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084413;53;3964;61424;61424;60713;60713;1000906;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084369;53;3964;66824;66824;66570;66570;1000277;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084399;53;3964;63224;63224;63045;63061;1001206;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084441;53;3964;68624;68624;68240;68258;1001210;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084411;53;3964;62624;62624;61281;61281;1000594;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084420;53;3964;72224;72224;71600;71600;1001208;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084418;54;3965;83176;83176;83393;83393;1001216;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084439;54;3965;87076;87076;87087;87087;1001210;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084359;54;3965;84976;84976;84876;84876;1001203;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084398;54;3965;81376;81376;81598;81598;1001206;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084412;54;3965;79576;79576;80010;80010;1000906;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084358;54;3965;31147;31147;31140;31140;1000304;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084377;54;3965;25747;25747;25113;25113;1000301;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084431;54;3965;27547;27547;26626;26626;1001200;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084422;54;3965;29347;29347;29713;29713;1000286;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084434;54;3965;74724;74724;74533;74533;1000912;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084419;54;3965;72924;72924;73371;73388;1001216;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084405;54;3965;76524;76524;76503;76503;2534866;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084421;54;3965;45779;45779;45832;45853;1001208;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084406;54;3965;42179;42179;41850;41850;2534866;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084361;54;3965;40379;40379;40303;40303;1001216;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084400;54;3965;43979;43979;43686;43686;1001206;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084375;54;3965;53570;53570;53700;53700;1000301;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084356;54;3965;49970;49970;49365;49365;1000180;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084367;54;3965;55370;55370;56277;56291;1001211;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084360;54;3965;57170;57170;58164;58186;1001203;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084442;54;3965;51770;51770;51300;51300;1001210;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084435;54;3965;48170;48170;47929;47929;1000912;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084370;54;3965;33230;33230;32925;32925;1001204;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084414;54;3965;35330;35330;35254;35254;1000906;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084393;54;3965;38930;38930;38503;38503;1000903;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084376;54;3965;37130;37130;36685;36685;1000301;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084413;54;3965;61468;61468;60746;60764;1000906;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084430;54;3965;59668;59668;59285;59298;1000900;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084369;54;3965;66868;66868;66602;66602;1000277;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084399;54;3965;63268;63268;63113;63127;1001206;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084441;54;3965;68668;68668;68298;68298;1001210;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084411;54;3965;62668;62668;61313;61323;1000594;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084420;54;3965;72268;72268;71639;71639;1001208;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084418;55;3968;83299;83299;83497;83497;1001216;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084439;55;3968;87199;87199;87184;87184;1001210;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084359;55;3968;85099;85099;84975;84986;1001203;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084398;55;3968;81499;81499;81697;81697;1001206;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084358;55;3968;31306;31306;31255;31255;1000304;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084377;55;3968;25906;25906;25223;25223;1000301;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084431;55;3968;27706;27706;26734;26734;1001200;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084283;36;2247;70834;70834;71335;71335;1000277;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084280;36;2247;73834;73834;74109;74109;1001215;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084349;36;2247;51478;51478;51410;51433;1000912;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084315;36;2247;47878;47878;48412;48421;1001206;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084337;36;2247;24587;24587;24026;24026;1000286;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084279;36;2247;29987;29987;30849;30866;1001221;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084355;36;2247;26387;26387;26529;26539;1001203;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084281;36;2247;28187;28187;28714;28732;1001215;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084348;36;2247;78411;78411;78491;78491;1000912;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084320;36;2247;80211;80211;80379;80379;2534866;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084313;36;2247;85611;85611;85526;85526;1001206;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084327;36;2247;83811;83811;83831;83831;1000906;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084284;36;2247;37558;37558;36477;36477;1001204;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084307;36;2247;32158;32158;33325;33325;1000903;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084269;36;2247;35758;35758;35736;35736;1000304;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084267;36;2247;33058;33058;33352;33352;1000880;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084336;36;2247;33958;33958;34287;34299;1000286;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084268;36;2247;69835;69835;69399;69423;1000304;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084344;36;2247;64435;64435;63977;63984;1000900;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084270;36;2247;62635;62635;62348;62369;1001203;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084328;36;2247;66235;66235;66485;66485;1000906;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084305;36;2247;60835;60835;60783;60783;1000283;;;;;;;24-JAN-17 13:39:49;
DB;13-JAN-17 00:00:00;4084314;36;2247;68035;68035;67933;67933;1001206;;;;;;;24-JAN-17 13:39:49;
