datasource;dayofservice;tripid;progrnumber;stoppointid;plannedtime_arr;plannedtime_dep;actualtime_arr;actualtime_dep;vehicleid;passengers;passengersin;passengersout;distance;suppressed;justificationid;lastupdate;note
DB;17-JAN-17 00:00:00;4093303;22;1081;47179;47179;47267;47278;1932371;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093344;22;1081;38779;38779;38437;38437;1001132;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093286;22;1081;51979;51979;52030;52044;1001148;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093307;22;1081;50779;50779;50392;50407;2693284;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093368;22;1081;36379;36379;36465;36465;1000181;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093288;22;1081;68620;68620;68903;68920;2693284;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093341;22;1081;67720;67720;68007;68039;1001138;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093358;22;1081;76740;76740;76236;76236;2693209;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093284;22;1081;71340;71340;70993;71006;1001148;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093355;22;1081;74940;74940;74351;74361;2534842;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093331;22;1081;70440;70440;70218;70236;1932370;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093329;23;2914;85219;85219;84935;84950;2172289;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093354;23;2914;81619;81619;81292;81308;2693282;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093357;23;2914;83419;83419;83013;83013;2693209;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093330;23;2914;78019;78019;78245;78255;2172289;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093334;23;2914;31869;31869;32852;32863;2693212;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093345;23;2914;30069;30069;29732;29743;1001146;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093289;23;2914;59666;59666;59988;60009;2693284;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093302;23;2914;57266;57266;57332;57355;1001185;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093285;23;2914;62246;62246;62702;62714;1001148;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093342;23;2914;58466;58466;58425;58452;1001138;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093332;23;2914;61646;61646;61151;61164;1000164;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093277;23;2914;28775;28775;29255;29269;2534797;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093257;24;2916;26209;26209;26199;26199;1000168;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093261;24;2916;27049;27049;27171;27171;1001132;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093258;25;2917;24873;24873;24941;24941;2693229;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093256;25;2917;54419;54419;54715;54727;1000848;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093260;25;2917;28047;28047;28268;28268;1932332;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093257;25;2917;26247;26247;26216;26216;1000168;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093261;25;2917;27087;27087;27190;27190;1001132;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093258;26;2918;24904;24904;24960;24960;2693229;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093256;26;2918;54482;54482;54753;54753;1000848;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093260;26;2918;28093;28093;28293;28293;1932332;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093257;26;2918;26293;26293;26238;26238;1000168;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093261;26;2918;27133;27133;27211;27211;1001132;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093258;27;1300;24949;24949;25045;25045;2693229;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093256;27;1300;54574;54574;54834;54834;1000848;;;;;;;16-FEB-17 09:48:02;
DB;17-JAN-17 00:00:00;4093260;27;1300;28160;28160;28407;28407;1932332;;;;;;;16-FEB-17 09:48:02;
DB;27-MAR-17 00:00:00;4522913;7;1425;63362;63362;63323;63323;2534844;;;;;;;09-APR-17 09:00:06;
DB;27-MAR-17 00:00:00;4522913;12;1464;63598;63598;63534;63559;2534844;;;;;;;09-APR-17 09:00:06;
DB;27-MAR-17 00:00:00;4522913;17;1468;63805;63805;63796;63796;2534844;;;;;;;09-APR-17 09:00:06;
DB;27-MAR-17 00:00:00;4522913;22;1995;64315;64315;64160;64188;2534844;;;;;;;09-APR-17 09:00:06;
DB;27-MAR-17 00:00:00;4536208;28;2214;74073;74073;74302;74311;2406883;;;;;;;09-APR-17 09:00:06;
DB;27-MAR-17 00:00:00;4536208;33;2218;74312;74312;74579;74590;2406883;;;;;;;09-APR-17 09:00:06;
DB;27-MAR-17 00:00:00;4536208;38;3886;74494;74494;74762;74762;2406883;;;;;;;09-APR-17 09:00:06;
DB;27-MAR-17 00:00:00;4536208;43;3954;74721;74721;74998;74998;2406883;;;;;;;09-APR-17 09:00:06;
DB;27-MAR-17 00:00:00;4536208;48;3959;74894;74894;75180;75180;2406883;;;;;;;09-APR-17 09:00:06;
DB;27-MAR-17 00:00:00;4531065;1;3665;84600;84600;84597;84597;1000216;;;;;;;09-APR-17 09:00:06;
DB;27-MAR-17 00:00:00;4531065;11;397;85909;85909;85899;85899;1000216;;;;;;;09-APR-17 09:00:06;
DB;27-MAR-17 00:00:00;4531065;15;2811;86135;86135;86023;86023;1000216;;;;;;;09-APR-17 09:00:06;
DB;27-MAR-17 00:00:00;4534524;1;3665;73800;73800;73826;73826;1000238;;;;;;;09-APR-17 09:00:06;
DB;27-MAR-17 00:00:00;4534611;46;4742;51112;51112;51151;51151;2172309;;;;;;;09-APR-17 09:00:06;
DB;27-MAR-17 00:00:00;4525062;3;784;59580;59580;59498;59527;1000304;;;;;;;09-APR-17 09:00:06;
DB;27-MAR-17 00:00:00;4525062;9;7587;60456;60456;60169;60182;1000304;;;;;;;09-APR-17 09:00:06;
DB;27-MAR-17 00:00:00;4525062;14;795;61449;61449;61230;61238;1000304;;;;;;;09-APR-17 09:00:06;
DB;27-MAR-17 00:00:00;4525062;19;60;62019;62019;61623;61623;1000304;;;;;;;09-APR-17 09:00:06;
DB;27-MAR-17 00:00:00;4525062;24;1661;62540;62540;62275;62275;1000304;;;;;;;09-APR-17 09:00:06;
DB;27-MAR-17 00:00:00;4525062;29;1807;62887;62887;62494;62494;1000304;;;;;;;09-APR-17 09:00:06;
DB;27-MAR-17 00:00:00;4525062;34;4902;63211;63211;62672;62681;1000304;;;;;;;09-APR-17 09:00:06;
DB;27-MAR-17 00:00:00;4525062;39;1849;63468;63468;63068;63068;1000304;;;;;;;09-APR-17 09:00:06;
DB;27-MAR-17 00:00:00;4521985;38;776;40441;40441;40556;40556;1000580;;;;;;;09-APR-17 09:00:06;
DB;27-MAR-17 00:00:00;4521985;43;909;40696;40696;40807;40827;1000580;;;;;;;09-APR-17 09:00:06;
DB;27-MAR-17 00:00:00;4521985;49;320;41569;41569;41618;41647;1000580;;;;;;;09-APR-17 09:00:06;
DB;27-MAR-17 00:00:00;4521985;54;795;42190;42190;42289;42303;1000580;;;;;;;09-APR-17 09:00:06;
DB;27-MAR-17 00:00:00;4521985;59;800;42510;42510;42597;42609;1000580;;;;;;;09-APR-17 09:00:06;
DB;27-MAR-17 00:00:00;4521985;64;805;42787;42787;42890;42890;1000580;;;;;;;09-APR-17 09:00:06;
DB;27-MAR-17 00:00:00;4524805;2;2040;44005;44005;44122;44155;1000233;;;;;;;09-APR-17 09:00:06;
DB;27-MAR-17 00:00:00;4524805;7;2045;44321;44321;44473;44484;1000233;;;;;;;09-APR-17 09:00:06;
DB;27-MAR-17 00:00:00;4524805;12;4570;44632;44632;44711;44728;1000233;;;;;;;09-APR-17 09:00:06;
DB;27-MAR-17 00:00:00;4528247;6;5053;46383;46383;46577;46577;1001127;;;;;;;09-APR-17 09:00:06;
DB;27-MAR-17 00:00:00;4528247;11;1637;46622;46622;46736;46763;1001127;;;;;;;09-APR-17 09:00:06;
DB;27-MAR-17 00:00:00;4528247;16;232;47089;47089;47092;47111;1001127;;;;;;;09-APR-17 09:00:06;
DB;27-MAR-17 00:00:00;4528247;21;237;47417;47417;47383;47393;1001127;;;;;;;09-APR-17 09:00:06;
DB;27-MAR-17 00:00:00;4528247;26;44;47663;47663;47654;47654;1001127;;;;;;;09-APR-17 09:00:06;
DB;27-MAR-17 00:00:00;4528247;31;48;47972;47972;48008;48047;1001127;;;;;;;09-APR-17 09:00:06;
DB;27-MAR-17 00:00:00;4528247;36;270;48624;48624;48552;48651;1001127;;;;;;;09-APR-17 09:00:06;
DB;27-MAR-17 00:00:00;4528247;41;1284;49323;49323;49309;49339;1001127;;;;;;;09-APR-17 09:00:06;
DB;27-MAR-17 00:00:00;4528247;46;1290;49862;49862;49916;49916;1001127;;;;;;;09-APR-17 09:00:06;
DB;27-MAR-17 00:00:00;4528247;50;1294;50143;50143;50170;50170;1001127;;;;;;;09-APR-17 09:00:06;
DB;27-MAR-17 00:00:00;4522473;60;1010;33956;33956;34444;34444;1001154;;;;;;;09-APR-17 09:00:06;
DB;27-MAR-17 00:00:00;4530465;4;6039;30835;30835;30708;30718;1001197;;;;;;;09-APR-17 09:00:06;
DB;27-MAR-17 00:00:00;4530465;9;2510;31199;31199;31046;31058;1001197;;;;;;;09-APR-17 09:00:06;
DB;27-MAR-17 00:00:00;4530465;14;4793;31450;31450;31335;31335;1001197;;;;;;;09-APR-17 09:00:06;
DB;27-MAR-17 00:00:00;4530465;19;985;31871;31871;31607;31607;1001197;;;;;;;09-APR-17 09:00:06;
DB;27-MAR-17 00:00:00;4530465;24;140;32251;32251;32029;32029;1001197;;;;;;;09-APR-17 09:00:06;
DB;27-MAR-17 00:00:00;4530465;28;92;32617;32617;32267;32306;1001197;;;;;;;09-APR-17 09:00:06;
DB;27-MAR-17 00:00:00;4530465;33;6009;33029;33029;32631;32647;1001197;;;;;;;09-APR-17 09:00:06;
DB;27-MAR-17 00:00:00;4530465;38;993;33499;33499;33227;33249;1001197;;;;;;;09-APR-17 09:00:06;
DB;27-MAR-17 00:00:00;4536234;22;1625;47944;47944;47827;47827;1001196;;;;;;;09-APR-17 09:00:06;
DB;27-MAR-17 00:00:00;4536234;27;1630;48315;48315;48152;48152;1001196;;;;;;;09-APR-17 09:00:06;
DB;27-MAR-17 00:00:00;4536234;32;3674;48778;48778;48738;48738;1001196;;;;;;;09-APR-17 09:00:06;
DB;27-MAR-17 00:00:00;4536234;37;6054;49171;49171;49057;49057;1001196;;;;;;;09-APR-17 09:00:06;
DB;27-MAR-17 00:00:00;4536234;42;3682;49527;49527;49386;49386;1001196;;;;;;;09-APR-17 09:00:06;
DB;27-MAR-17 00:00:00;4536234;47;4912;49679;49679;49507;49507;1001196;;;;;;;09-APR-17 09:00:06;
DB;27-MAR-17 00:00:00;4525953;1;288;53400;53400;53366;53366;1001237;;;;;;;09-APR-17 09:00:06;
DB;27-MAR-17 00:00:00;4521828;17;2118;75726;75726;75993;75993;1001187;;;;;;;09-APR-17 09:00:06;
DB;27-MAR-17 00:00:00;4519283;30;2897;35613;35613;35543;35543;2406890;;;;;;;09-APR-17 09:00:06;
DB;27-MAR-17 00:00:00;4519283;35;885;35894;35894;35950;35950;2406890;;;;;;;09-APR-17 09:00:06;
DB;27-MAR-17 00:00:00;4519283;40;2902;36162;36162;36244;36253;2406890;;;;;;;09-APR-17 09:00:06;
DB;27-MAR-17 00:00:00;4519283;46;495;36939;36939;37131;37147;2406890;;;;;;;09-APR-17 09:00:06;
DB;27-MAR-17 00:00:00;4527579;3;2965;37886;37886;37856;37856;2406886;;;;;;;09-APR-17 09:00:06;
DB;27-MAR-17 00:00:00;4527579;8;2942;38111;38111;38059;38059;2406886;;;;;;;09-APR-17 09:00:06;
DB;27-MAR-17 00:00:00;4527579;13;2947;38313;38313;38199;38217;2406886;;;;;;;09-APR-17 09:00:06;
DB;27-MAR-17 00:00:00;4527579;18;1309;38544;38544;38439;38458;2406886;;;;;;;09-APR-17 09:00:06;
DB;27-MAR-17 00:00:00;4527579;22;1313;38749;38749;38592;38592;2406886;;;;;;;09-APR-17 09:00:06;
DB;27-MAR-17 00:00:00;4525040;40;2014;43890;43890;43658;43658;1000574;;;;;;;09-APR-17 09:00:06;
DB;27-MAR-17 00:00:00;4525040;45;2018;44108;44108;43777;43777;1000574;;;;;;;09-APR-17 09:00:06;
DB;27-MAR-17 00:00:00;4525040;50;4565;44384;44384;44085;44085;1000574;;;;;;;09-APR-17 09:00:06;
DB;27-MAR-17 00:00:00;4525040;55;2033;44678;44678;44291;44291;1000574;;;;;;;09-APR-17 09:00:06;
DB;27-MAR-17 00:00:00;4532877;1;807;39840;39840;39834;39834;1000152;;;;;;;09-APR-17 09:00:06;
DB;27-MAR-17 00:00:00;4532877;6;812;40138;40138;40261;40276;1000152;;;;;;;09-APR-17 09:00:06;
DB;27-MAR-17 00:00:00;4532877;11;818;40556;40556;40658;40689;1000152;;;;;;;09-APR-17 09:00:06;
DB;27-MAR-17 00:00:00;4532877;16;406;41329;41329;41542;41580;1000152;;;;;;;09-APR-17 09:00:06;
DB;27-MAR-17 00:00:00;4532877;20;846;41704;41704;41905;41924;1000152;;;;;;;09-APR-17 09:00:06;
DB;27-MAR-17 00:00:00;4527341;53;2574;57761;57761;57636;57654;1001060;;;;;;;09-APR-17 09:00:06;
DB;27-MAR-17 00:00:00;4527963;2;7640;22546;22546;22553;22553;1930282;;;;;;;09-APR-17 09:00:06;
DB;27-MAR-17 00:00:00;4527963;4;3224;22690;22690;22714;22742;1930282;;;;;;;09-APR-17 09:00:06;
DB;27-MAR-17 00:00:00;4527963;9;3229;22897;22897;22959;22959;1930282;;;;;;;09-APR-17 09:00:06;
DB;27-MAR-17 00:00:00;4527963;14;3239;23140;23140;23188;23201;1930282;;;;;;;09-APR-17 09:00:06;
DB;27-MAR-17 00:00:00;4527963;19;2041;23343;23343;23389;23401;1930282;;;;;;;09-APR-17 09:00:06;
DB;27-MAR-17 00:00:00;4527963;24;3075;23513;23513;23567;23577;1930282;;;;;;;09-APR-17 09:00:06;
DB;27-MAR-17 00:00:00;4527963;29;3084;23727;23727;23808;23828;1930282;;;;;;;09-APR-17 09:00:06;
