datasource;dayofservice;tripid;lineid;routeid;direction;plannedtime_arr;plannedtime_dep;actualtime_arr;actualtime_dep;basin;tenderlot;suppressed;justificationid;lastupdate;note
DB;24-FEB-17 00:00:00;4391739;140;140_19;1 ;76357;73800;76935;73806;BasDef;;;;05-MAR-17 02:56:33;,2412713,
DB;24-FEB-17 00:00:00;4388762;140;140_19;1 ;54484;51000;54607;;BasDef;;;;05-MAR-17 02:56:33;,2413302,
DB;24-FEB-17 00:00:00;4381744;4;4_12;2 ;57516;53100;58761;53041;BasDef;;;;05-MAR-17 02:56:33;,2612752,
DB;24-FEB-17 00:00:00;4388860;84A;84A_1;1 ;67967;65400;67842;65362;BasDef;;;;05-MAR-17 02:56:33;,2817382,
DB;24-FEB-17 00:00:00;4388883;39A;39A_40;1 ;34126;29400;34777;29619;BasDef;;;;05-MAR-17 02:56:33;,2417274,
DB;24-FEB-17 00:00:00;4388888;39A;39A_43;2 ;65671;60600;66094;60593;BasDef;;;;05-MAR-17 02:56:33;,2417282,
DB;24-FEB-17 00:00:00;4389028;39;39_21;2 ;63799;58920;64776;;BasDef;;;;05-MAR-17 02:56:33;,2414822,
DB;24-FEB-17 00:00:00;4379972;27;27_17;2 ;29021;24000;28859;24005;BasDef;;;;05-MAR-17 02:56:33;,2764337,
DB;24-FEB-17 00:00:00;4380017;41;41_7;2 ;33756;30000;33581;30066;BasDef;;;;05-MAR-17 02:56:33;,1727884,
DB;24-FEB-17 00:00:00;4380023;41C;41C_79;2 ;61616;57900;61644;57913;BasDef;;;;05-MAR-17 02:56:33;,1727893,
DB;24-FEB-17 00:00:00;4380062;33B;33B_56;1 ;49942;48600;50560;48788;BasDef;;;;05-MAR-17 02:56:33;,1751553,
DB;24-FEB-17 00:00:00;4385490;13;13_72;2 ;80309;75600;80679;75617;BasDef;;;;05-MAR-17 02:56:33;,2588532,
DB;24-FEB-17 00:00:00;4385509;83A;83A_17;1 ;38871;34500;38865;34502;BasDef;;;;05-MAR-17 02:56:33;,2756898,
DB;24-FEB-17 00:00:00;4385585;25A;25A_273;1 ;36218;33420;35708;;BasDef;;;;05-MAR-17 02:56:33;,2419097,
DB;24-FEB-17 00:00:00;4385640;27;27_19;1 ;43856;38100;44369;38087;BasDef;;;;05-MAR-17 02:56:33;,2757371,
DB;24-FEB-17 00:00:00;4380573;68X;68X_77;2 ;30207;27000;30077;26962;BasDef;;;;05-MAR-17 02:56:33;,2817893,
DB;24-FEB-17 00:00:00;4388158;102;102_9;2 ;71305;68400;72425;68919;BasDef;;;;05-MAR-17 02:56:33;,1757430,
DB;24-FEB-17 00:00:00;4387091;11;11_40;1 ;39481;36000;41402;36026;BasDef;;;;05-MAR-17 02:56:33;,2760663,
DB;24-FEB-17 00:00:00;4387104;9;9_5;1 ;59887;54900;60062;54916;BasDef;;;;05-MAR-17 02:56:33;,2753663,
DB;24-FEB-17 00:00:00;4387117;27B;27B_26;1 ;27717;26100;28614;;BasDef;;;;05-MAR-17 02:56:33;,1719061,
DB;24-FEB-17 00:00:00;4390022;9;9_5;1 ;45691;41400;46516;41403;BasDef;;;;05-MAR-17 02:56:33;,2764327,
DB;24-FEB-17 00:00:00;4388154;102;102_9;2 ;52303;49200;52797;49225;BasDef;;;;05-MAR-17 02:56:33;,1757424,
DB;24-FEB-17 00:00:00;4388174;37;37_14;1 ;66019;61200;66247;;BasDef;;;;05-MAR-17 02:56:33;,2776856,
DB;24-FEB-17 00:00:00;4388191;1;1_37;1 ;76368;73800;76346;73721;BasDef;;;;05-MAR-17 02:56:33;,1944232,
DB;24-FEB-17 00:00:00;4383791;15;15_17;2 ;50678;46200;51814;46213;BasDef;;;;05-MAR-17 02:56:33;,2762069,
DB;24-FEB-17 00:00:00;4383792;15;15_16;1 ;57406;52200;57888;52320;BasDef;;;;05-MAR-17 02:56:33;,2762071,
DB;24-FEB-17 00:00:00;4383794;15;15_16;1 ;70079;64800;71347;64773;BasDef;;;;05-MAR-17 02:56:33;,2762074,
DB;24-FEB-17 00:00:00;4394388;140;140_19;1 ;68251;64800;68845;64769;BasDef;;;;05-MAR-17 02:56:33;,2416376,
DB;24-FEB-17 00:00:00;4394409;123;123_36;2 ;84399;81900;;81877;BasDef;;;;05-MAR-17 02:56:33;,2754059,
DB;24-FEB-17 00:00:00;4394422;16;16_21;1 ;32462;27600;32397;27605;BasDef;;;;05-MAR-17 02:56:33;,1900700,
DB;24-FEB-17 00:00:00;4392810;41C;41C_78;1 ;28438;25500;29199;25489;BasDef;;;;05-MAR-17 02:56:33;,1745603,
DB;24-FEB-17 00:00:00;4392821;41;41_7;2 ;83653;81000;84633;80994;BasDef;;;;05-MAR-17 02:56:33;,1745622,
DB;24-FEB-17 00:00:00;4392883;61;61_106;1 ;68046;63900;67468;63910;BasDef;;;;05-MAR-17 02:56:33;,2525531,
DB;24-FEB-17 00:00:00;4392885;61;61_106;1 ;74795;72000;74901;72064;BasDef;;;;05-MAR-17 02:56:33;,2525535,
DB;24-FEB-17 00:00:00;4392891;142;142_9;2 ;47835;46800;48037;46810;BasDef;;;;05-MAR-17 02:56:33;,2343697,
DB;24-FEB-17 00:00:00;4389434;25A;25A_273;1 ;47352;44220;47141;;BasDef;;;;05-MAR-17 02:56:33;,2415487,
DB;24-FEB-17 00:00:00;4389479;27;27_9;2 ;85019;82800;85467;82909;BasDef;;;;05-MAR-17 02:56:33;,2756772,
DB;24-FEB-17 00:00:00;4382791;13;13_68;2 ;85500;81000;86366;81105;BasDef;;;;05-MAR-17 02:56:33;,1720881,
DB;24-FEB-17 00:00:00;4382845;32;32_58;2 ;30482;27600;30178;27610;BasDef;;;;05-MAR-17 02:56:33;,2666907,
DB;24-FEB-17 00:00:00;4382859;4;4_10;1 ;56244;52200;56278;52199;BasDef;;;;05-MAR-17 02:56:33;,2611251,
DB;24-FEB-17 00:00:00;4395729;16;16_24;2 ;64259;58800;65370;58786;BasDef;;;;05-MAR-17 02:56:33;,2764303,
DB;24-FEB-17 00:00:00;4388292;76;76_37;2 ;65251;62400;66423;63213;BasDef;;;;05-MAR-17 02:56:33;,1866219,
DB;24-FEB-17 00:00:00;4387254;61;61_109;2 ;31880;27000;30682;27249;BasDef;;;;05-MAR-17 02:56:33;,2520637,
DB;24-FEB-17 00:00:00;4387301;45A;45A_60;1 ;75436;72600;75402;72627;BasDef;;;;05-MAR-17 02:56:33;,2448761,
DB;24-FEB-17 00:00:00;4387336;38;38_14;2 ;59019;54960;59511;54973;BasDef;;;;05-MAR-17 02:56:33;,2699656,
DB;24-FEB-17 00:00:00;4385814;15;15_17;2 ;76437;72000;77309;72037;BasDef;;;;05-MAR-17 02:56:33;,2751760,
DB;24-FEB-17 00:00:00;4385839;33A;33A_22;1 ;49814;46800;50334;46775;BasDef;;;;05-MAR-17 02:56:33;,1742242,
DB;24-FEB-17 00:00:00;4385936;14;14_15;1 ;40311;36000;40669;36078;BasDef;;;;05-MAR-17 02:56:33;,2524538,
DB;24-FEB-17 00:00:00;4388630;33;33_42;2 ;73740;69300;73676;69224;BasDef;;;;05-MAR-17 02:56:33;,2474967,
DB;24-FEB-17 00:00:00;4388633;7B;7B_93;2 ;30647;26100;31112;26114;BasDef;;;;05-MAR-17 02:56:33;,2787207,
DB;24-FEB-17 00:00:00;4395461;25B;25B_274;1 ;70282;66420;;;BasDef;;;;05-MAR-17 02:56:33;,2413491,
DB;24-FEB-17 00:00:00;4395833;15;15_16;1 ;49992;45600;50214;45561;BasDef;;;;05-MAR-17 02:56:33;,2752027,
DB;24-FEB-17 00:00:00;4395906;46A;46A_67;2 ;45403;41040;46331;41098;BasDef;;;;05-MAR-17 02:56:33;,2752827,
DB;24-FEB-17 00:00:00;4382081;15B;15B_58;2 ;49733;46800;50586;46740;BasDef;;;;05-MAR-17 02:56:33;,2752578,
DB;24-FEB-17 00:00:00;4382090;15B;15B_58;2 ;78829;76500;79670;76634;BasDef;;;;05-MAR-17 02:56:33;,2749936,
DB;24-FEB-17 00:00:00;4382120;130;130_11;2 ;53013;51300;53078;;BasDef;;;;05-MAR-17 02:56:33;,2742188,
DB;24-FEB-17 00:00:00;4382144;16;16_20;1 ;70137;64800;71321;64909;BasDef;;;;05-MAR-17 02:56:33;,1901062,
DB;24-FEB-17 00:00:00;4391715;31;31_18;2 ;31256;28200;30963;28217;BasDef;;;;05-MAR-17 02:56:33;,2671659,
DB;24-FEB-17 00:00:00;4391724;31;31_15;1 ;63681;60600;63353;60598;BasDef;;;;05-MAR-17 02:56:33;,2315813,
DB;24-FEB-17 00:00:00;4393660;61;61_108;2 ;36942;34200;37288;34178;BasDef;;;;05-MAR-17 02:56:33;,2525113,
DB;24-FEB-17 00:00:00;4393707;26;26_26;2 ;60883;59100;61748;;BasDef;;;;05-MAR-17 02:56:33;,2295199,
DB;24-FEB-17 00:00:00;4387036;69;69_42;2 ;79946;77400;;77480;BasDef;;;;05-MAR-17 02:56:33;,2817927,
DB;24-FEB-17 00:00:00;4387121;27B;27B_23;1 ;42262;39900;43075;39898;BasDef;;;;05-MAR-17 02:56:33;,1719070,
DB;24-FEB-17 00:00:00;4386422;17A;17A_17;2 ;53053;49200;54294;49193;BasDef;;;;05-MAR-17 02:56:33;,2146493,
DB;24-FEB-17 00:00:00;4386423;17A;17A_15;1 ;59767;55200;60310;55220;BasDef;;;;05-MAR-17 02:56:33;,2146495,
DB;24-FEB-17 00:00:00;4386440;63;63_30;2 ;66460;63900;66424;63915;BasDef;;;;05-MAR-17 02:56:33;,2796985,
DB;24-FEB-17 00:00:00;4390773;66;66_13;2 ;31237;27300;31825;27312;BasDef;;;;05-MAR-17 02:56:33;,2294414,
DB;24-FEB-17 00:00:00;4390783;145;145_102;1 ;55953;51000;57723;51399;BasDef;;;;05-MAR-17 02:56:33;,2411978,
DB;24-FEB-17 00:00:00;4390784;145;145_105;2 ;62700;57000;;;BasDef;;;;05-MAR-17 02:56:33;,2411979,
DB;24-FEB-17 00:00:00;4391721;31;31_18;2 ;52111;49800;53352;50315;BasDef;;;;05-MAR-17 02:56:33;,2315808,
DB;24-FEB-17 00:00:00;4391781;145;145_105;2 ;38437;33600;38695;33590;BasDef;;;;05-MAR-17 02:56:33;,2421976,
DB;24-FEB-17 00:00:00;4391794;49;49_27;1 ;47184;44100;47061;;BasDef;;;;05-MAR-17 02:56:33;,1725520,
DB;24-FEB-17 00:00:00;4391927;66;66_13;2 ;41586;38100;42522;38395;BasDef;;;;05-MAR-17 02:56:33;,2295846,
DB;24-FEB-17 00:00:00;4391931;66X;66X_93;1 ;67038;62400;67107;62407;BasDef;;;;05-MAR-17 02:56:33;,1755720,
DB;24-FEB-17 00:00:00;4391989;39A;39A_40;1 ;51616;46800;;46787;BasDef;;;;05-MAR-17 02:56:33;,2426175,
DB;24-FEB-17 00:00:00;4392117;9;9_5;1 ;86142;82800;86981;82935;BasDef;;;;05-MAR-17 02:56:33;,2764954,
DB;24-FEB-17 00:00:00;4390000;14;14_16;2 ;70657;65700;71440;65671;BasDef;;;;05-MAR-17 02:56:33;,2526327,
DB;24-FEB-17 00:00:00;4390045;16;16_24;2 ;42776;38160;43135;;BasDef;;;;05-MAR-17 02:56:33;,1897348,
DB;24-FEB-17 00:00:00;4390109;65;65_74;1 ;60531;55800;61574;55918;BasDef;;;;05-MAR-17 02:56:33;,2817859,
DB;24-FEB-17 00:00:00;4386587;17A;17A_17;2 ;51853;48000;52549;47944;BasDef;;;;05-MAR-17 02:56:33;,2142803,
DB;24-FEB-17 00:00:00;4384623;9;9_7;2 ;64786;60000;65424;60007;BasDef;;;;05-MAR-17 02:56:33;,2761527,
DB;24-FEB-17 00:00:00;4384631;77A;77A_29;1 ;52630;48000;52196;47903;BasDef;;;;05-MAR-17 02:56:33;,2757135,
DB;24-FEB-17 00:00:00;4384641;77A;77A_28;2 ;64936;60300;66156;60302;BasDef;;;;05-MAR-17 02:56:33;,2759177,
DB;24-FEB-17 00:00:00;4384695;29A;29A_15;2 ;57768;55200;57965;55274;BasDef;;;;05-MAR-17 02:56:33;,2666015,
DB;24-FEB-17 00:00:00;4386074;140;140_19;1 ;40913;37800;;37778;BasDef;;;;05-MAR-17 02:56:33;,2428982,
DB;24-FEB-17 00:00:00;4386114;33;33_43;2 ;88692;85800;;85894;BasDef;;;;05-MAR-17 02:56:33;,2467533,
DB;24-FEB-17 00:00:00;4386144;70;70_60;1 ;35973;32400;36021;32411;BasDef;;;;05-MAR-17 02:56:33;,2705032,
DB;24-FEB-17 00:00:00;4386157;37;37_15;2 ;63300;59100;63466;;BasDef;;;;05-MAR-17 02:56:33;,2575810,
DB;24-FEB-17 00:00:00;4387524;151;151_15;1 ;37164;33600;37237;33641;BasDef;;;;05-MAR-17 02:56:33;,2594652,
DB;24-FEB-17 00:00:00;4387532;45A;45A_60;1 ;26820;24000;26394;24039;BasDef;;;;05-MAR-17 02:56:33;,2448256,
DB;24-FEB-17 00:00:00;4387575;151;151_17;2 ;50078;46800;50593;46850;BasDef;;;;05-MAR-17 02:56:33;,2601520,
DB;24-FEB-17 00:00:00;4387612;42;42_44;2 ;33620;30000;32739;29951;BasDef;;;;05-MAR-17 02:56:33;,2635095,
DB;24-FEB-17 00:00:00;4387631;31;31_15;1 ;62481;59400;62361;59403;BasDef;;;;05-MAR-17 02:56:33;,2671477,
DB;24-FEB-17 00:00:00;4383706;31;31_18;2 ;81482;79800;81833;79747;BasDef;;;;05-MAR-17 02:56:33;,2667242,
DB;24-FEB-17 00:00:00;4383713;56A;56A_30;2 ;26299;22800;25685;22832;BasDef;;;;05-MAR-17 02:56:33;,1743017,
DB;24-FEB-17 00:00:00;4382613;25A;25A_270;2 ;27130;23700;26968;23695;BasDef;;;;05-MAR-17 02:56:33;,2296078,
DB;24-FEB-17 00:00:00;4382617;25B;25B_271;2 ;70143;66960;70814;;BasDef;;;;05-MAR-17 02:56:33;,2296084,
DB;24-FEB-17 00:00:00;4382665;15B;15B_58;2 ;36991;33600;37114;33588;BasDef;;;;05-MAR-17 02:56:33;,2753942,
DB;24-FEB-17 00:00:00;4382703;123;123_34;1 ;68312;64800;68477;64702;BasDef;;;;05-MAR-17 02:56:33;,2750120,
DB;24-FEB-17 00:00:00;4382716;25A;25A_270;2 ;43959;41100;44686;41143;BasDef;;;;05-MAR-17 02:56:33;,2293268,
DB;24-FEB-17 00:00:00;4382792;83;83_27;2 ;26601;24600;27161;24748;BasDef;;;;05-MAR-17 02:56:33;,2764661,
DB;24-FEB-17 00:00:00;4384962;104;104_16;2 ;53091;51000;53194;50977;BasDef;;;;05-MAR-17 02:56:33;,2484527,
DB;24-FEB-17 00:00:00;4384976;27B;27B_23;1 ;59197;56100;59440;56080;BasDef;;;;05-MAR-17 02:56:33;,1720446,
DB;24-FEB-17 00:00:00;4382370;27;27_17;2 ;78201;73800;79183;73786;BasDef;;;;05-MAR-17 02:56:33;,2762870,
DB;24-FEB-17 00:00:00;4381211;15A;15A_82;2 ;62042;59400;62961;59456;BasDef;;;;05-MAR-17 02:56:33;,2752208,
DB;24-FEB-17 00:00:00;4381242;83A;83A_17;1 ;74699;70800;76579;70873;BasDef;;;;05-MAR-17 02:56:33;,2765007,
DB;24-FEB-17 00:00:00;4381251;7A;7A_88;2 ;75187;72000;75509;71969;BasDef;;;;05-MAR-17 02:56:33;,2796501,
DB;24-FEB-17 00:00:00;4381291;38B;38B_44;2 ;33086;28560;32556;28534;BasDef;;;;05-MAR-17 02:56:33;,2701641,
DB;24-FEB-17 00:00:00;4387515;39A;39A_43;2 ;32015;26400;30946;;BasDef;;;;05-MAR-17 02:56:33;,2416628,
DB;24-FEB-17 00:00:00;4387544;757;757_2;2 ;24427;22500;24526;22585;BasDef;;;;05-MAR-17 02:56:33;,2734791,
DB;24-FEB-17 00:00:00;4387550;757;757_2;2 ;46508;44100;47727;44124;BasDef;;;;05-MAR-17 02:56:33;,2734797,
DB;24-FEB-17 00:00:00;4387579;151;151_17;2 ;70173;67200;70682;67206;BasDef;;;;05-MAR-17 02:56:33;,2601528,
DB;24-FEB-17 00:00:00;4387625;31A;31A_25;1 ;32784;29400;32658;29423;BasDef;;;;05-MAR-17 02:56:33;,2332699,
DB;24-FEB-17 00:00:00;4387626;31A;31A_26;2 ;36786;34200;37191;34218;BasDef;;;;05-MAR-17 02:56:33;,2332700,
DB;24-FEB-17 00:00:00;4387669;102;102_8;1 ;58797;55500;59121;55497;BasDef;;;;05-MAR-17 02:56:33;,1737654,
DB;24-FEB-17 00:00:00;4387676;140;140_19;1 ;43440;40200;43688;40158;BasDef;;;;05-MAR-17 02:56:33;,2413077,
DB;24-FEB-17 00:00:00;4387812;123;123_34;1 ;32917;29400;32740;29373;BasDef;;;;05-MAR-17 02:56:33;,2755327,
DB;24-FEB-17 00:00:00;4392790;16C;16C_27;1 ;30325;28200;29810;28250;BasDef;;;;05-MAR-17 02:56:33;,2757472,
DB;24-FEB-17 00:00:00;4388904;41C;41C_79;2 ;64016;60300;64614;;BasDef;;;;05-MAR-17 02:56:33;,1723440,
DB;24-FEB-17 00:00:00;4388932;27B;27B_25;1 ;33169;30900;32989;30974;BasDef;;;;05-MAR-17 02:56:33;,1722583,
DB;24-FEB-17 00:00:00;4381359;140;140_19;1 ;27730;24600;27455;24549;BasDef;;;;05-MAR-17 02:56:33;,2421712,
DB;24-FEB-17 00:00:00;4395215;11;11_40;1 ;75250;72000;77599;72051;BasDef;;;;05-MAR-17 02:56:33;,2411016,
DB;24-FEB-17 00:00:00;4395241;54A;54A_11;1 ;51767;48600;52005;48587;BasDef;;;;05-MAR-17 02:56:33;,1717173,
DB;24-FEB-17 00:00:00;4387934;33X;33X_46;1 ;63499;59400;64013;59376;BasDef;;;;05-MAR-17 02:56:33;,1744021,
DB;24-FEB-17 00:00:00;4387975;79A;79A_28;2 ;79604;78000;80406;78144;BasDef;;;;05-MAR-17 02:56:33;,1746811,
DB;24-FEB-17 00:00:00;4387991;130;130_11;2 ;59646;57900;59709;57871;BasDef;;;;05-MAR-17 02:56:33;,2740213,
DB;24-FEB-17 00:00:00;4388013;15;15_17;2 ;84229;80400;84735;80408;BasDef;;;;05-MAR-17 02:56:33;,2762461,
DB;24-FEB-17 00:00:00;4395129;220;220_12;2 ;49417;45000;50482;45058;BasDef;;;;05-MAR-17 02:56:33;,1755808,
DB;24-FEB-17 00:00:00;4393563;40B;40B_65;2 ;52935;50700;53635;;BasDef;;;;05-MAR-17 02:56:33;,1739490,
DB;24-FEB-17 00:00:00;4385094;15;15_17;2 ;54278;49800;55097;49850;BasDef;;;;05-MAR-17 02:56:33;,2756015,
DB;24-FEB-17 00:00:00;4385146;27;27_17;2 ;77001;72600;77694;72570;BasDef;;;;05-MAR-17 02:56:33;,2759591,
DB;24-FEB-17 00:00:00;4395514;27A;27A_4;1 ;60748;58500;60784;58495;BasDef;;;;05-MAR-17 02:56:33;,2332386,
DB;24-FEB-17 00:00:00;4395582;66;66_11;1 ;42516;38700;43751;38779;BasDef;;;;05-MAR-17 02:56:33;,1753818,
DB;24-FEB-17 00:00:00;4393749;15;15_17;2 ;28752;24000;28716;24067;BasDef;;;;05-MAR-17 02:56:33;,2758385,
DB;24-FEB-17 00:00:00;4393769;26;26_24;1 ;60365;58020;60289;58031;BasDef;;;;05-MAR-17 02:56:33;,1744036,
DB;24-FEB-17 00:00:00;4393877;68;68_70;1 ;64028;59400;64764;;BasDef;;;;05-MAR-17 02:56:33;,2818051,
DB;24-FEB-17 00:00:00;4393980;15B;15B_58;2 ;34419;29700;33707;29736;BasDef;;;;05-MAR-17 02:56:33;,2763198,
DB;24-FEB-17 00:00:00;4394045;56A;56A_30;2 ;56437;53100;56715;53125;BasDef;;;;05-MAR-17 02:56:33;,1724133,
DB;24-FEB-17 00:00:00;4387304;45A;45A_64;2 ;86407;84000;86370;83968;BasDef;;;;05-MAR-17 02:56:33;,2448767,
DB;24-FEB-17 00:00:00;4391345;84;84_30;2 ;38100;33000;37974;33008;BasDef;;;;05-MAR-17 02:56:33;,2818647,
DB;24-FEB-17 00:00:00;4391388;70;70_67;2 ;51319;48000;52108;47998;BasDef;;;;05-MAR-17 02:56:33;,2697494,
DB;24-FEB-17 00:00:00;4391396;70;70_69;2 ;85842;84000;86260;83994;BasDef;;;;05-MAR-17 02:56:33;,2697506,
DB;24-FEB-17 00:00:00;4395214;11;11_42;2 ;71313;66300;71266;66288;BasDef;;;;05-MAR-17 02:56:33;,2411015,
DB;24-FEB-17 00:00:00;4395238;54A;54A_12;2 ;38305;35100;38866;35094;BasDef;;;;05-MAR-17 02:56:33;,1717168,
DB;24-FEB-17 00:00:00;4393686;16;16_23;1 ;29886;25800;29413;25845;BasDef;;;;05-MAR-17 02:56:33;,1906580,
DB;24-FEB-17 00:00:00;4393688;16;16_20;1 ;44370;39600;45400;39558;BasDef;;;;05-MAR-17 02:56:33;,1906583,
DB;24-FEB-17 00:00:00;4393693;16;16_24;2 ;77533;73800;79037;73849;BasDef;;;;05-MAR-17 02:56:33;,1906591,
DB;24-FEB-17 00:00:00;4393269;66B;66B_57;2 ;43202;40500;44000;40517;BasDef;;;;05-MAR-17 02:56:33;,2292571,
DB;24-FEB-17 00:00:00;4393283;27;27_17;2 ;54208;48600;54982;48721;BasDef;;;;05-MAR-17 02:56:33;,2757122,
DB;24-FEB-17 00:00:00;4393288;38;38_9;1 ;40257;36000;41775;36103;BasDef;;;;05-MAR-17 02:56:33;,2703172,
DB;24-FEB-17 00:00:00;4393333;75;75_13;2 ;33870;30000;34942;30007;BasDef;;;;05-MAR-17 02:56:33;,1717793,
DB;23-FEB-17 00:00:00;4380206;14;14_15;1 ;30416;25200;30785;25313;BasDef;;;;05-MAR-17 02:45:42;,2521570,
DB;23-FEB-17 00:00:00;4380235;68;68_70;1 ;60428;55800;60879;;BasDef;;;;05-MAR-17 02:45:42;,2818697,
DB;23-FEB-17 00:00:00;4392797;45A;45A_60;1 ;40374;37200;40352;37212;BasDef;;;;05-MAR-17 02:45:42;,2448970,
DB;23-FEB-17 00:00:00;4392874;61;61_108;2 ;34151;29700;33902;29706;BasDef;;;;05-MAR-17 02:45:42;,2525513,
DB;23-FEB-17 00:00:00;4392920;75;75_8;1 ;31083;25500;29942;25479;BasDef;;;;05-MAR-17 02:45:42;,1725728,
DB;23-FEB-17 00:00:00;4392936;4;4_10;1 ;77692;74700;78415;74778;BasDef;;;;05-MAR-17 02:45:42;,2611356,
DB;23-FEB-17 00:00:00;4388431;40;40_17;1 ;25789;21600;26053;21587;BasDef;;;;05-MAR-17 02:45:42;,1734402,
DB;23-FEB-17 00:00:00;4388448;59;59_10;1 ;41889;40800;42008;40801;BasDef;;;;05-MAR-17 02:45:42;,2791880,
DB;23-FEB-17 00:00:00;4388465;59;59_11;2 ;72368;71400;72305;71413;BasDef;;;;05-MAR-17 02:45:42;,2792044,
DB;23-FEB-17 00:00:00;4388490;65B;65B_65;1 ;23111;21000;23743;21007;BasDef;;;;05-MAR-17 02:45:42;,2817408,
DB;23-FEB-17 00:00:00;4388550;757;757_1;1 ;36623;34500;37216;34551;BasDef;;;;05-MAR-17 02:45:42;,2734747,
DB;23-FEB-17 00:00:00;4390340;151;151_17;2 ;28739;25200;29774;25212;BasDef;;;;05-MAR-17 02:45:42;,1872800,
DB;23-FEB-17 00:00:00;4394689;15;15_17;2 ;25765;22200;25395;22163;BasDef;;;;05-MAR-17 02:45:42;,2756568,
DB;23-FEB-17 00:00:00;4383618;46A;46A_67;2 ;36148;31440;36544;31495;BasDef;;;;05-MAR-17 02:45:42;,2759504,
DB;23-FEB-17 00:00:00;4383620;46A;46A_67;2 ;47323;42960;48986;42939;BasDef;;;;05-MAR-17 02:45:42;,2759506,
DB;23-FEB-17 00:00:00;4386377;41;41_7;2 ;27131;23700;27628;24032;BasDef;;;;05-MAR-17 02:45:42;,1755506,
DB;23-FEB-17 00:00:00;4389364;46A;46A_67;2 ;32290;27120;32134;27072;BasDef;;;;05-MAR-17 02:45:42;,2757317,
DB;23-FEB-17 00:00:00;4389385;123;123_36;2 ;36992;33000;37093;33039;BasDef;;;;05-MAR-17 02:45:42;,2760763,
DB;23-FEB-17 00:00:00;4389389;123;123_36;2 ;53150;49800;53736;49765;BasDef;;;;05-MAR-17 02:45:42;,2760771,
DB;10-MAR-17 00:00:00;4386284;67;67_6;2 ;37844;33120;37610;33379;BasDef;;;;16-MAR-17 11:26:26;,2287414,
DB;10-MAR-17 00:00:00;4386296;27;27_17;2 ;44608;39000;46081;38948;BasDef;;;;16-MAR-17 11:26:26;,2754789,
DB;10-MAR-17 00:00:00;4386315;32;32_58;2 ;29651;27000;30395;27012;BasDef;;;;16-MAR-17 11:26:26;,2669354,
DB;10-MAR-17 00:00:00;4386325;32;32_57;1 ;80142;78000;80753;78132;BasDef;;;;16-MAR-17 11:26:26;,2669379,
DB;10-MAR-17 00:00:00;4386387;41C;41C_79;2 ;71516;67800;71492;67844;BasDef;;;;16-MAR-17 11:26:26;,1755521,
DB;10-MAR-17 00:00:00;4386424;17A;17A_17;2 ;67772;63900;68466;;BasDef;;;;16-MAR-17 11:26:26;,2146499,
DB;10-MAR-17 00:00:00;4386433;63;63_26;1 ;41210;38700;42305;38756;BasDef;;;;16-MAR-17 11:26:26;,2796978,
DB;10-MAR-17 00:00:00;4386434;63;63_30;2 ;44417;42300;45815;42305;BasDef;;;;16-MAR-17 11:26:26;,2796979,
DB;10-MAR-17 00:00:00;4386507;44;44_36;2 ;50106;45000;51913;45029;BasDef;;;;16-MAR-17 11:26:26;,2343100,
DB;10-MAR-17 00:00:00;4386517;13;13_67;2 ;70486;64800;;;BasDef;;;;16-MAR-17 11:26:26;,1745523,
DB;10-MAR-17 00:00:00;4386526;120;120_7;1 ;25624;24300;25686;;BasDef;;;;16-MAR-17 11:26:26;,1719572,
DB;10-MAR-17 00:00:00;4386531;123;123_34;1 ;26760;24000;26483;24008;BasDef;;;;16-MAR-17 11:26:26;,2760487,
DB;10-MAR-17 00:00:00;4389333;150;150_6;2 ;64693;62400;65989;62978;BasDef;;;;16-MAR-17 11:26:26;,2048981,
DB;10-MAR-17 00:00:00;4389369;46A;46A_74;1 ;60194;55680;61102;55683;BasDef;;;;16-MAR-17 11:26:26;,2757322,
DB;10-MAR-17 00:00:00;4389383;123;123_36;2 ;27480;24600;27523;24617;BasDef;;;;16-MAR-17 11:26:26;,2760759,
DB;10-MAR-17 00:00:00;4379384;15B;15B_55;1 ;36375;33600;37114;34274;BasDef;;;;16-MAR-17 11:26:26;,2762509,
DB;10-MAR-17 00:00:00;4380895;77A;77A_29;1 ;77847;73800;77570;73855;BasDef;;;;16-MAR-17 11:26:26;,2757858,
DB;10-MAR-17 00:00:00;4380922;4;4_12;2 ;78585;75600;79603;75649;BasDef;;;;16-MAR-17 11:26:26;,2611889,
DB;10-MAR-17 00:00:00;4380977;38;38_14;2 ;30774;25560;31043;;BasDef;;;;16-MAR-17 11:26:26;,2703274,
DB;10-MAR-17 00:00:00;4381040;63;63_26;1 ;37819;35100;37745;35109;BasDef;;;;16-MAR-17 11:26:26;,2798259,
DB;10-MAR-17 00:00:00;4381083;46A;46A_67;2 ;26051;22800;26764;22793;BasDef;;;;16-MAR-17 11:26:26;,2757779,
DB;10-MAR-17 00:00:00;4381086;46A;46A_74;1 ;43417;39360;43525;39380;BasDef;;;;16-MAR-17 11:26:26;,2757782,
DB;10-MAR-17 00:00:00;4381153;42;42_42;1 ;65374;61800;65759;61842;BasDef;;;;16-MAR-17 11:26:26;,2324157,
DB;10-MAR-17 00:00:00;4395725;16;16_24;2 ;36247;31200;38762;31196;BasDef;;;;16-MAR-17 11:26:26;,2764300,
