datasource;dayofservice;tripid;lineid;routeid;direction;plannedtime_arr;plannedtime_dep;actualtime_arr;actualtime_dep;basin;tenderlot;suppressed;justificationid;lastupdate;note
DB;30-APR-17 00:00:00;4594693;7;7_70;2 ;65637;61200;64897;61233;BasDef;;;;07-MAY-17 21:20:48;,2787228,
DB;30-APR-17 00:00:00;4594700;27;27_19;1 ;59861;54000;59901;53975;BasDef;;;;07-MAY-17 21:20:48;,2434497,
DB;30-APR-17 00:00:00;4594690;7;7_66;1 ;47470;44100;47296;44362;BasDef;;;;07-MAY-17 21:20:48;,2787225,
DB;30-APR-17 00:00:00;4606587;7;7_70;2 ;48300;44400;50863;44449;BasDef;;;;07-MAY-17 21:20:48;,2793689,
DB;30-APR-17 00:00:00;4606627;39;39_20;1 ;72308;68400;73227;68348;BasDef;;;;07-MAY-17 21:20:48;,2417872,
DB;30-APR-17 00:00:00;4592010;40D;40D_101;1 ;55552;53100;55934;52884;BasDef;;;;07-MAY-17 21:20:48;,1751117,
DB;30-APR-17 00:00:00;4592086;130;130_10;1 ;40122;38400;40118;38387;BasDef;;;;07-MAY-17 21:20:48;,2736923,
DB;30-APR-17 00:00:00;4592089;130;130_11;2 ;47690;45600;47359;45610;BasDef;;;;07-MAY-17 21:20:48;,2736931,
DB;30-APR-17 00:00:00;4595706;37;37_15;2 ;63989;60300;63911;60329;BasDef;;;;07-MAY-17 21:20:48;,2165473,
DB;30-APR-17 00:00:00;4593646;44;44_30;1 ;86876;82800;87349;82808;BasDef;;;;07-MAY-17 21:20:48;,1906999,
DB;30-APR-17 00:00:00;4603155;27B;27B_23;1 ;51383;48900;51274;48907;BasDef;;;;07-MAY-17 21:20:48;,1719204,
DB;30-APR-17 00:00:00;4599362;123;123_34;1 ;62079;58800;61618;58878;BasDef;;;;07-MAY-17 21:20:48;,1924231,
DB;30-APR-17 00:00:00;4600140;29A;29A_15;2 ;60910;58200;60696;58176;BasDef;;;;07-MAY-17 21:20:48;,2468363,
DB;30-APR-17 00:00:00;4600192;140;140_19;1 ;66495;63000;;63735;BasDef;;;;07-MAY-17 21:20:48;,2423704,
DB;30-APR-17 00:00:00;4600195;140;140_21;2 ;76662;73800;77365;73834;BasDef;;;;07-MAY-17 21:20:48;,2423709,
DB;30-APR-17 00:00:00;4606637;140;140_19;1 ;64409;61200;65826;61765;BasDef;;;;07-MAY-17 21:20:48;,2411535,
DB;30-APR-17 00:00:00;4604636;1;1_40;2 ;71028;68400;71324;68421;BasDef;;;;07-MAY-17 21:20:48;,1944359,
DB;30-APR-17 00:00:00;4599959;79A;79A_27;1 ;71295;69600;71505;69608;BasDef;;;;07-MAY-17 21:20:48;,1716813,
DB;30-APR-17 00:00:00;4599964;79A;79A_28;2 ;83351;81600;;81589;BasDef;;;;07-MAY-17 21:20:48;,1716823,
DB;30-APR-17 00:00:00;4599973;79;79_11;2 ;67301;65340;67351;;BasDef;;;;07-MAY-17 21:20:48;,1746646,
DB;30-APR-17 00:00:00;4591948;70;70_67;2 ;54060;50700;54023;50693;BasDef;;;;07-MAY-17 21:20:48;,2414962,
DB;30-APR-17 00:00:00;4606838;40B;40B_63;1 ;67510;64800;;64722;BasDef;;;;07-MAY-17 21:20:48;,1753520,
DB;30-APR-17 00:00:00;4598780;41;41_3;1 ;29921;27300;29987;;BasDef;;;;07-MAY-17 21:20:48;,1729240,
DB;30-APR-17 00:00:00;4598781;41C;41C_79;2 ;33787;30600;33540;30605;BasDef;;;;07-MAY-17 21:20:48;,1729243,
DB;30-APR-17 00:00:00;4598790;40;40_27;1 ;69822;63900;69125;63997;BasDef;;;;07-MAY-17 21:20:48;,2831074,
DB;30-APR-17 00:00:00;4605217;76;76_37;2 ;40215;37800;40198;37874;BasDef;;;;07-MAY-17 21:20:48;,1856074,
DB;30-APR-17 00:00:00;4605219;76;76_37;2 ;47415;45000;47796;45109;BasDef;;;;07-MAY-17 21:20:48;,1856078,
DB;30-APR-17 00:00:00;4604213;39A;39A_40;1 ;81912;78300;82505;78254;BasDef;;;;07-MAY-17 21:20:48;,2419546,
DB;30-APR-17 00:00:00;4603159;27B;27B_23;1 ;65533;63000;65912;;BasDef;;;;07-MAY-17 21:20:48;,1719217,
DB;30-APR-17 00:00:00;4595461;46A;46A_67;2 ;62856;57600;62378;57547;BasDef;;;;07-MAY-17 21:20:48;,2459545,
DB;30-APR-17 00:00:00;4600295;33B;33B_56;1 ;35383;34200;35195;34197;BasDef;;;;07-MAY-17 21:20:48;,1736802,
DB;30-APR-17 00:00:00;4599443;46A;46A_74;1 ;68523;64800;68167;64815;BasDef;;;;07-MAY-17 21:20:48;,2089350,
DB;30-APR-17 00:00:00;4606367;185;185_55;1 ;53400;52200;54499;52458;BasDef;;;;07-MAY-17 21:20:48;,2817533,
DB;30-APR-17 00:00:00;4592489;145;145_105;2 ;69346;64800;69272;64815;BasDef;;;;07-MAY-17 21:20:48;,2410831,
DB;30-APR-17 00:00:00;4601103;9;9_5;1 ;53764;48600;53339;48593;BasDef;;;;07-MAY-17 21:20:48;,1840787,
DB;12-APR-17 00:00:00;4580837;40;40_27;1 ;36160;30000;35560;30015;BasDef;;;;10-MAY-17 15:13:58;,2838316,
DB;12-APR-17 00:00:00;4581060;25A;25A_273;1 ;87049;84300;86472;;BasDef;;;;10-MAY-17 15:13:58;,2424283,
DB;12-APR-17 00:00:00;4581547;14;14_15;1 ;41866;37200;42048;37177;BasDef;;;;10-MAY-17 15:13:58;,2520726,
DB;12-APR-17 00:00:00;4581578;49;49_28;2 ;32666;28500;;28427;BasDef;;;;10-MAY-17 15:13:58;,1742814,
DB;12-APR-17 00:00:00;4582566;40;40_31;2 ;72068;66900;;66937;BasDef;;;;10-MAY-17 15:13:58;,2827828,
DB;12-APR-17 00:00:00;4582578;150;150_6;2 ;53966;51600;54363;51608;BasDef;;;;10-MAY-17 15:13:58;,2049656,
DB;12-APR-17 00:00:00;4582588;150;150_6;2 ;83954;82200;83684;82131;BasDef;;;;10-MAY-17 15:13:58;,2049784,
DB;12-APR-17 00:00:00;4582643;59;59_11;2 ;68856;67800;68682;67758;BasDef;;;;10-MAY-17 15:13:58;,2792039,
DB;12-APR-17 00:00:00;4582649;59;59_11;2 ;79493;78600;79660;78620;BasDef;;;;10-MAY-17 15:13:58;,2792054,
DB;12-APR-17 00:00:00;4582730;65B;65B_66;2 ;63143;59400;64653;59468;BasDef;;;;10-MAY-17 15:13:58;,2818398,
DB;12-APR-17 00:00:00;4582760;54A;54A_12;2 ;52937;49500;53523;49633;BasDef;;;;10-MAY-17 15:13:58;,1746272,
DB;12-APR-17 00:00:00;4582924;15B;15B_55;1 ;66185;61980;65766;61929;BasDef;;;;10-MAY-17 15:13:58;,2764172,
DB;12-APR-17 00:00:00;4583006;31;31_18;2 ;48905;46200;49106;46236;BasDef;;;;10-MAY-17 15:13:58;,2325319,
DB;12-APR-17 00:00:00;4583007;31;31_15;1 ;52957;49800;53049;49859;BasDef;;;;10-MAY-17 15:13:58;,2325321,
DB;12-APR-17 00:00:00;4583019;4;4_12;2 ;28341;24300;27949;24290;BasDef;;;;10-MAY-17 15:13:58;,1890392,
DB;12-APR-17 00:00:00;4583026;4;4_10;1 ;67787;63000;67552;63035;BasDef;;;;10-MAY-17 15:13:58;,2611352,
DB;12-APR-17 00:00:00;4583036;26;26_24;1 ;43902;41820;44438;41774;BasDef;;;;10-MAY-17 15:13:58;,1733675,
DB;12-APR-17 00:00:00;4583037;26;26_26;2 ;46663;44700;;44732;BasDef;;;;10-MAY-17 15:13:58;,2281725,
DB;12-APR-17 00:00:00;4583038;66A;66A_34;1 ;63487;59400;63886;59479;BasDef;;;;10-MAY-17 15:13:58;,1733679,
DB;12-APR-17 00:00:00;4583062;4;4_12;2 ;69782;65700;70961;65718;BasDef;;;;10-MAY-17 15:13:58;,2612510,
DB;12-APR-17 00:00:00;4583076;40;40_31;2 ;51217;45000;51417;45008;BasDef;;;;10-MAY-17 15:13:58;,2831500,
DB;12-APR-17 00:00:00;4583100;46A;46A_74;1 ;41702;37440;41593;37542;BasDef;;;;10-MAY-17 15:13:58;,2752488,
DB;12-APR-17 00:00:00;4583114;27B;27B_23;1 ;37106;34200;37149;34173;BasDef;;;;10-MAY-17 15:13:58;,1720431,
DB;12-APR-17 00:00:00;4583164;41;41_7;2 ;65994;62100;65339;;BasDef;;;;10-MAY-17 15:13:58;,1744930,
DB;12-APR-17 00:00:00;4583178;84X;84X_52;2 ;33865;28200;34002;28209;BasDef;;;;10-MAY-17 15:13:58;,2417778,
DB;12-APR-17 00:00:00;4583179;84X;84X_57;1 ;66105;60600;65875;;BasDef;;;;10-MAY-17 15:13:58;,2417781,
DB;12-APR-17 00:00:00;4583193;27B;27B_23;1 ;40426;37800;40500;;BasDef;;;;10-MAY-17 15:13:58;,1722588,
DB;12-APR-17 00:00:00;4583242;145;145_102;1 ;37781;33000;37883;33015;BasDef;;;;10-MAY-17 15:13:58;,2410793,
DB;12-APR-17 00:00:00;4583248;140;140_21;2 ;29866;26400;29235;;BasDef;;;;10-MAY-17 15:13:58;,2423128,
DB;12-APR-17 00:00:00;4583250;140;140_21;2 ;38173;34800;38136;34786;BasDef;;;;10-MAY-17 15:13:58;,2423131,
DB;12-APR-17 00:00:00;4583274;76A;76A_29;2 ;65611;61200;66770;61416;BasDef;;;;10-MAY-17 15:13:58;,1855236,
DB;12-APR-17 00:00:00;4583295;63;63_30;2 ;32481;29700;32112;29666;BasDef;;;;10-MAY-17 15:13:58;,2790744,
DB;12-APR-17 00:00:00;4583301;63;63_30;2 ;53941;51300;54085;51275;BasDef;;;;10-MAY-17 15:13:58;,2790750,
DB;12-APR-17 00:00:00;4583306;63;63_26;1 ;71854;69300;71823;69304;BasDef;;;;10-MAY-17 15:13:58;,2790755,
DB;12-APR-17 00:00:00;4583308;63;63_28;2 ;81919;80100;81901;80083;BasDef;;;;10-MAY-17 15:13:58;,2790759,
DB;12-APR-17 00:00:00;4583310;17A;17A_15;1 ;30210;25200;29618;25197;BasDef;;;;10-MAY-17 15:13:58;,2147226,
DB;12-APR-17 00:00:00;4583376;44B;44B_61;2 ;31409;29700;31210;29696;BasDef;;;;10-MAY-17 15:13:58;,1720844,
DB;12-APR-17 00:00:00;4583379;44B;44B_60;1 ;36783;35100;;35082;BasDef;;;;10-MAY-17 15:13:58;,1720847,
DB;12-APR-17 00:00:00;4583397;185;185_56;2 ;26594;25500;27102;;BasDef;;;;10-MAY-17 15:13:58;,2818965,
DB;12-APR-17 00:00:00;4583403;185;185_56;2 ;38234;36900;38767;36897;BasDef;;;;10-MAY-17 15:13:58;,2818971,
DB;12-APR-17 00:00:00;4583409;185;185_56;2 ;48899;47700;49061;47765;BasDef;;;;10-MAY-17 15:13:58;,2818977,
DB;12-APR-17 00:00:00;4583415;185;185_56;2 ;59637;58500;59452;58495;BasDef;;;;10-MAY-17 15:13:58;,2818983,
DB;12-APR-17 00:00:00;4583422;185;185_50;1 ;73607;72300;73483;72284;BasDef;;;;10-MAY-17 15:13:58;,2818992,
DB;12-APR-17 00:00:00;4583438;15;15_17;2 ;48677;43800;48493;43795;BasDef;;;;10-MAY-17 15:13:58;,2752003,
DB;12-APR-17 00:00:00;4583450;39A;39A_43;2 ;42222;37200;43172;37216;BasDef;;;;10-MAY-17 15:13:58;,2426815,
DB;12-APR-17 00:00:00;4583451;39A;39A_40;1 ;48710;43200;49131;43285;BasDef;;;;10-MAY-17 15:13:58;,2426816,
DB;12-APR-17 00:00:00;4583464;38A;38A_20;1 ;73831;68400;;68453;BasDef;;;;10-MAY-17 15:13:58;,2699321,
DB;12-APR-17 00:00:00;4583579;67;67_4;1 ;45199;40980;44929;40952;BasDef;;;;10-MAY-17 15:13:58;,2293033,
DB;12-APR-17 00:00:00;4583590;130;130_10;1 ;31574;29700;31899;29656;BasDef;;;;10-MAY-17 15:13:58;,2738708,
DB;30-APR-17 00:00:00;4594845;120;120_9;2 ;37329;36000;37921;36307;BasDef;;;;07-MAY-17 21:20:48;,1754243,
DB;30-APR-17 00:00:00;4594848;120;120_7;1 ;42792;41400;42868;41375;BasDef;;;;07-MAY-17 21:20:48;,1754249,
DB;30-APR-17 00:00:00;4594850;120;120_7;1 ;46579;45000;46313;44963;BasDef;;;;07-MAY-17 21:20:48;,1754253,
DB;30-APR-17 00:00:00;4594858;120;120_7;1 ;71774;70200;71996;70321;BasDef;;;;07-MAY-17 21:20:48;,1754272,
DB;30-APR-17 00:00:00;4594859;120;120_9;2 ;74400;72900;74390;72921;BasDef;;;;07-MAY-17 21:20:48;,1754274,
DB;30-APR-17 00:00:00;4600950;18;18_3;1 ;58150;54900;;54688;BasDef;;;;07-MAY-17 21:20:48;,1729269,
DB;30-APR-17 00:00:00;4601274;145;145_102;1 ;62236;57600;;57558;BasDef;;;;07-MAY-17 21:20:48;,2410123,
DB;30-APR-17 00:00:00;4595605;75;75_7;1 ;56989;52800;58098;53127;BasDef;;;;07-MAY-17 21:20:48;,1717887,
DB;30-APR-17 00:00:00;4606051;120;120_7;1 ;40992;39600;41125;39743;BasDef;;;;07-MAY-17 21:20:48;,1744222,
DB;30-APR-17 00:00:00;4607353;41C;41C_78;1 ;68083;64800;67707;64792;BasDef;;;;07-MAY-17 21:20:48;,1720185,
DB;30-APR-17 00:00:00;4604589;13;13_68;2 ;51610;45600;50856;45632;BasDef;;;;07-MAY-17 21:20:48;,1734679,
DB;30-APR-17 00:00:00;4604633;1;1_37;1 ;60267;57600;60333;57625;BasDef;;;;07-MAY-17 21:20:48;,1944353,
DB;30-APR-17 00:00:00;4604639;1;1_37;1 ;81473;79200;80968;79220;BasDef;;;;07-MAY-17 21:20:48;,1944363,
DB;30-APR-17 00:00:00;4597023;31;31_15;1 ;67673;63900;67295;63575;BasDef;;;;07-MAY-17 21:20:48;,2666472,
DB;30-APR-17 00:00:00;4598035;122;122_14;1 ;32923;30600;32904;30600;BasDef;;;;07-MAY-17 21:20:48;,1740565,
DB;30-APR-17 00:00:00;4600013;11;11_42;2 ;44543;40800;44670;40814;BasDef;;;;07-MAY-17 21:20:48;,1895851,
DB;30-APR-17 00:00:00;4595054;270;270_44;2 ;82630;81600;83219;81602;BasDef;;;;07-MAY-17 21:20:48;,2818751,
DB;30-APR-17 00:00:00;4596542;13;13_67;2 ;47179;41400;46973;41465;BasDef;;;;07-MAY-17 21:20:48;,1729876,
DB;30-APR-17 00:00:00;4606538;39;39_20;1 ;52582;48600;53696;48676;BasDef;;;;07-MAY-17 21:20:48;,2414848,
DB;30-APR-17 00:00:00;4594814;46A;46A_67;2 ;37659;34200;37477;34176;BasDef;;;;07-MAY-17 21:20:48;,2085295,
DB;30-APR-17 00:00:00;4605918;46A;46A_74;1 ;59162;54600;58459;54596;BasDef;;;;07-MAY-17 21:20:48;,2459024,
DB;30-APR-17 00:00:00;4592953;54A;54A_11;1 ;75045;72000;74702;72130;BasDef;;;;07-MAY-17 21:20:48;,1752475,
DB;30-APR-17 00:00:00;4592960;39A;39A_40;1 ;52401;48000;52811;47962;BasDef;;;;07-MAY-17 21:20:48;,2428567,
DB;30-APR-17 00:00:00;4599702;16;16_24;2 ;72069;67200;72230;67397;BasDef;;;;07-MAY-17 21:20:48;,1901345,
DB;30-APR-17 00:00:00;4599704;16;16_24;2 ;83071;79200;83021;79150;BasDef;;;;07-MAY-17 21:20:48;,1901348,
DB;30-APR-17 00:00:00;4596828;54A;54A_12;2 ;61027;57600;;57642;BasDef;;;;07-MAY-17 21:20:48;,1727401,
DB;30-APR-17 00:00:00;4596846;31;31_18;2 ;72317;69300;71487;69318;BasDef;;;;07-MAY-17 21:20:48;,2666370,
DB;30-APR-17 00:00:00;4600399;79;79_10;1 ;56808;55080;57027;55172;BasDef;;;;07-MAY-17 21:20:48;,1727183,
DB;30-APR-17 00:00:00;4608571;84;84_30;2 ;64980;60600;65001;60837;BasDef;;;;07-MAY-17 21:20:48;,2817693,
DB;30-APR-17 00:00:00;4608587;7A;7A_87;2 ;34528;31200;34909;;BasDef;;;;07-MAY-17 21:20:48;,2800944,2800944,
DB;30-APR-17 00:00:00;4593827;7A;7A_87;2 ;64676;60000;64474;60008;BasDef;;;;07-MAY-17 21:20:48;,2794724,
DB;30-APR-17 00:00:00;4594188;15;15_16;1 ;67511;62400;;62395;BasDef;;;;07-MAY-17 21:20:48;,2746167,
DB;30-APR-17 00:00:00;4597106;43;43_88;2 ;86645;84600;86430;84620;BasDef;;;;07-MAY-17 21:20:48;,2632453,
DB;30-APR-17 00:00:00;4600806;7;7_66;1 ;52509;48000;53014;48447;BasDef;;;;07-MAY-17 21:20:48;,2798470,
DB;30-APR-17 00:00:00;4593056;27A;27A_5;2 ;54265;52200;54188;51926;BasDef;;;;07-MAY-17 21:20:48;,2332524,
DB;30-APR-17 00:00:00;4594469;67;67_4;1 ;61055;56700;60721;56720;BasDef;;;;07-MAY-17 21:20:48;,2805966,
DB;30-APR-17 00:00:00;4605506;150;150_5;1 ;47389;45000;;;BasDef;;;;07-MAY-17 21:20:48;,2058449,
DB;01-MAR-17 00:00:00;4380610;102;102_8;1 ;73885;71100;74096;71131;BasDef;;;;16-MAR-17 09:31:56;,1720563,
DB;01-MAR-17 00:00:00;4380626;75;75_7;1 ;39683;35400;39746;35467;BasDef;;;;16-MAR-17 09:31:56;,1730583,
DB;01-MAR-17 00:00:00;4380635;38A;38A_32;2 ;38380;34560;38793;34527;BasDef;;;;16-MAR-17 09:31:56;,2709553,
DB;01-MAR-17 00:00:00;4380667;17;17_10;1 ;35922;31200;36111;31156;BasDef;;;;16-MAR-17 09:31:56;,1733027,
DB;01-MAR-17 00:00:00;4380668;17;17_15;2 ;42780;39600;43736;39859;BasDef;;;;16-MAR-17 09:31:56;,1733031,
DB;01-MAR-17 00:00:00;4380669;17;17_10;1 ;47517;44100;47974;44223;BasDef;;;;16-MAR-17 09:31:56;,1733034,
DB;01-MAR-17 00:00:00;4380697;46A;46A_74;1 ;64158;59520;64585;59558;BasDef;;;;16-MAR-17 09:31:56;,2752491,
DB;01-MAR-17 00:00:00;4380714;39;39_20;1 ;71336;66720;72082;66689;BasDef;;;;16-MAR-17 09:31:56;,2418491,
DB;01-MAR-17 00:00:00;4380716;39;39_20;1 ;82736;79200;82858;79219;BasDef;;;;16-MAR-17 09:31:56;,2418495,
DB;01-MAR-17 00:00:00;4379842;15A;15A_80;1 ;39819;37800;39930;37810;BasDef;;;;16-MAR-17 09:31:56;,2760458,
DB;01-MAR-17 00:00:00;4379843;15A;15A_82;2 ;43910;41400;;41372;BasDef;;;;16-MAR-17 09:31:56;,2760460,
DB;01-MAR-17 00:00:00;4379853;15A;15A_82;2 ;79416;77400;79977;77456;BasDef;;;;16-MAR-17 09:31:56;,2760480,
DB;01-MAR-17 00:00:00;4380002;46A;46A_67;2 ;81542;78300;81376;78284;BasDef;;;;16-MAR-17 09:31:56;,2759282,
DB;01-MAR-17 00:00:00;4380019;41;41_7;2 ;43488;39900;43328;39847;BasDef;;;;16-MAR-17 09:31:56;,1727887,
DB;01-MAR-17 00:00:00;4392577;40;40_24;2 ;36282;30600;36786;30637;BasDef;;;;16-MAR-17 09:31:56;,1958038,
DB;01-MAR-17 00:00:00;4392648;7A;7A_88;2 ;80088;77400;80577;77421;BasDef;;;;16-MAR-17 09:31:56;,2803290,
DB;01-MAR-17 00:00:00;4383148;18;18_3;1 ;71340;67800;;67768;BasDef;;;;16-MAR-17 09:31:56;,1751223,
DB;01-MAR-17 00:00:00;4383177;27;27_12;1 ;24703;22500;25173;22652;BasDef;;;;16-MAR-17 09:31:56;,2750838,
DB;01-MAR-17 00:00:00;4383198;63;63_26;1 ;79755;77400;79628;;BasDef;;;;16-MAR-17 09:31:56;,2790758,
DB;01-MAR-17 00:00:00;4383276;15;15_16;1 ;43392;39000;43006;39005;BasDef;;;;16-MAR-17 09:31:56;,2761927,
DB;01-MAR-17 00:00:00;4383318;38;38_14;2 ;42404;38160;43104;38226;BasDef;;;;16-MAR-17 09:31:56;,2707966,
DB;01-MAR-17 00:00:00;4383322;38;38_15;2 ;64945;60360;;60349;BasDef;;;;16-MAR-17 09:31:56;,2707972,
DB;01-MAR-17 00:00:00;4383341;38;38_14;2 ;26406;22320;25891;22280;BasDef;;;;16-MAR-17 09:31:56;,2695269,
DB;01-MAR-17 00:00:00;4383365;46A;46A_67;2 ;74090;70200;75437;70330;BasDef;;;;16-MAR-17 09:31:56;,2757246,
DB;01-MAR-17 00:00:00;4383398;43;43_84;1 ;27650;25200;27959;25238;BasDef;;;;16-MAR-17 09:31:56;,2332048,
DB;01-MAR-17 00:00:00;4383462;150;150_6;2 ;45285;43200;45729;;BasDef;;;;16-MAR-17 09:31:56;,2058414,
DB;01-MAR-17 00:00:00;4383467;150;150_5;1 ;60643;58200;61060;58163;BasDef;;;;16-MAR-17 09:31:56;,2058425,
DB;01-MAR-17 00:00:00;4393097;150;150_5;1 ;31846;29400;33557;30302;BasDef;;;;16-MAR-17 09:31:56;,2057729,
DB;01-MAR-17 00:00:00;4393110;150;150_5;1 ;77320;75600;77560;75539;BasDef;;;;16-MAR-17 09:31:56;,2057756,
DB;01-MAR-17 00:00:00;4393113;150;150_6;2 ;85467;84000;85420;;BasDef;;;;16-MAR-17 09:31:56;,2057762,
DB;01-MAR-17 00:00:00;4393138;67;67_6;2 ;76711;73920;;73606;BasDef;;;;16-MAR-17 09:31:56;,2290770,
DB;01-MAR-17 00:00:00;4392280;66A;66A_34;1 ;55291;52200;55249;52268;BasDef;;;;16-MAR-17 09:31:56;,1737023,
DB;01-MAR-17 00:00:00;4387659;67;67_4;1 ;27062;22980;26474;22929;BasDef;;;;16-MAR-17 09:31:56;,1732989,
DB;01-MAR-17 00:00:00;4387665;102;102_8;1 ;39803;36900;39920;36803;BasDef;;;;16-MAR-17 09:31:56;,1737648,
DB;01-MAR-17 00:00:00;4387722;31A;31A_26;2 ;69574;67200;70362;67226;BasDef;;;;16-MAR-17 09:31:56;,2668726,
DB;01-MAR-17 00:00:00;4387724;31;31_18;2 ;77282;75600;77763;75593;BasDef;;;;16-MAR-17 09:31:56;,2668731,
DB;01-MAR-17 00:00:00;4387728;25X;25X_7;1 ;67480;63000;67750;62981;BasDef;;;;16-MAR-17 09:31:56;,1746719,
DB;01-MAR-17 00:00:00;4387745;39A;39A_43;2 ;63271;58200;64942;58213;BasDef;;;;16-MAR-17 09:31:56;,2425932,
DB;01-MAR-17 00:00:00;4387817;123;123_36;2 ;53750;50400;53861;50405;BasDef;;;;16-MAR-17 09:31:56;,2755337,
DB;01-MAR-17 00:00:00;4390555;75;75_7;1 ;76647;73200;76777;73190;BasDef;;;;16-MAR-17 09:31:56;,1730411,
DB;01-MAR-17 00:00:00;4390605;83;83_16;1 ;26307;22800;27819;22746;BasDef;;;;16-MAR-17 09:31:56;,2749720,
DB;01-MAR-17 00:00:00;4390623;27A;27A_5;2 ;55880;54000;;53968;BasDef;;;;16-MAR-17 09:31:56;,2317869,
DB;01-MAR-17 00:00:00;4390654;9;9_7;2 ;76928;73200;77639;73666;BasDef;;;;16-MAR-17 09:31:56;,2760809,
DB;01-MAR-17 00:00:00;4390656;9;9_8;2 ;84538;82800;84380;82783;BasDef;;;;16-MAR-17 09:31:56;,2760811,
DB;01-MAR-17 00:00:00;4390694;43;43_84;1 ;77712;75600;77819;75794;BasDef;;;;16-MAR-17 09:31:56;,2333894,
DB;01-MAR-17 00:00:00;4381211;15A;15A_82;2 ;62042;59400;62682;59381;BasDef;;;;16-MAR-17 09:31:56;,2752208,
DB;01-MAR-17 00:00:00;4381242;83A;83A_17;1 ;74699;70800;75214;70854;BasDef;;;;16-MAR-17 09:31:56;,2765007,
DB;01-MAR-17 00:00:00;4385690;140;140_21;2 ;78477;75600;79347;75614;BasDef;;;;16-MAR-17 09:31:56;,2412528,
DB;01-MAR-17 00:00:00;4385752;11;11_42;2 ;85302;82200;85683;82164;BasDef;;;;16-MAR-17 09:31:56;,2750677,
DB;01-MAR-17 00:00:00;4385792;15;15_16;1 ;46392;42000;47193;42044;BasDef;;;;16-MAR-17 09:31:56;,2763561,
DB;01-MAR-17 00:00:00;4385941;14;14_16;2 ;70806;66600;71289;66604;BasDef;;;;16-MAR-17 09:31:56;,2524546,
DB;01-MAR-17 00:00:00;4389341;151;151_17;2 ;24483;21600;25580;21628;BasDef;;;;16-MAR-17 09:31:56;,1873447,
DB;01-MAR-17 00:00:00;4383788;15;15_16;1 ;32474;27300;32406;27219;BasDef;;;;16-MAR-17 09:31:56;,2762065,
DB;01-MAR-17 00:00:00;4383942;46A;46A_74;1 ;80398;77400;80778;77442;BasDef;;;;16-MAR-17 09:31:56;,2759893,
DB;01-MAR-17 00:00:00;4383949;11;11_42;2 ;68613;63600;69126;63603;BasDef;;;;16-MAR-17 09:31:56;,2426213,
DB;01-MAR-17 00:00:00;4383952;39;39_21;2 ;41041;36720;43383;36728;BasDef;;;;16-MAR-17 09:31:56;,2422405,
DB;01-MAR-17 00:00:00;4389200;114;114_6;2 ;66281;64200;66786;64209;BasDef;;;;16-MAR-17 09:31:56;,1720970,
DB;01-MAR-17 00:00:00;4393841;122;122_16;2 ;26969;23400;26504;23359;BasDef;;;;16-MAR-17 09:31:56;,2751175,
DB;01-MAR-17 00:00:00;4393842;122;122_14;1 ;30670;27000;31511;26999;BasDef;;;;16-MAR-17 09:31:56;,2751177,
DB;01-MAR-17 00:00:00;4393853;67;67_6;2 ;64057;60120;64916;59892;BasDef;;;;16-MAR-17 09:31:56;,2293039,
DB;01-MAR-17 00:00:00;4393874;68;68_72;2 ;47156;43200;;43206;BasDef;;;;16-MAR-17 09:31:56;,2818047,
DB;01-MAR-17 00:00:00;4393878;68;68_72;2 ;68810;64800;;65536;BasDef;;;;16-MAR-17 09:31:56;,2818054,
DB;01-MAR-17 00:00:00;4379741;44;44_36;2 ;78448;74400;;75910;BasDef;;;;16-MAR-17 09:31:56;,2393233,
DB;01-MAR-17 00:00:00;4379838;15A;15A_80;1 ;24856;23400;24779;;BasDef;;;;16-MAR-17 09:31:56;,2760450,
DB;01-MAR-17 00:00:00;4379949;68A;68A_75;1 ;33123;31500;33949;;BasDef;;;;16-MAR-17 09:31:56;,2818939,
DB;01-MAR-17 00:00:00;4379989;29A;29A_15;2 ;74576;72900;75126;73060;BasDef;;;;16-MAR-17 09:31:56;,2671174,
DB;01-MAR-17 00:00:00;4379995;46A;46A_67;2 ;49952;45360;50262;45346;BasDef;;;;16-MAR-17 09:31:56;,2759276,
DB;01-MAR-17 00:00:00;4380015;41C;41C_80;2 ;24857;22200;24785;22402;BasDef;;;;16-MAR-17 09:31:56;,1727881,
DB;01-MAR-17 00:00:00;4380026;41C;41C_78;1 ;74939;72000;75485;72013;BasDef;;;;16-MAR-17 09:31:56;,1727897,
DB;01-MAR-17 00:00:00;4389281;14;14_16;2 ;29837;24300;29694;;BasDef;;;;16-MAR-17 09:31:56;,2518190,
DB;01-MAR-17 00:00:00;4389351;151;151_18;2 ;74626;72000;75057;71995;BasDef;;;;16-MAR-17 09:31:56;,2595643,
DB;01-MAR-17 00:00:00;4389371;46A;46A_74;1 ;71637;67680;71440;67635;BasDef;;;;16-MAR-17 09:31:56;,2757324,
DB;01-MAR-17 00:00:00;4388266;9;9_5;1 ;83742;80400;83837;80401;BasDef;;;;16-MAR-17 09:31:56;,2764025,
DB;01-MAR-17 00:00:00;4389495;41A;41A_22;2 ;28012;24900;27849;24844;BasDef;;;;16-MAR-17 09:31:56;,1740781,
DB;01-MAR-17 00:00:00;4389545;145;145_102;1 ;29355;24600;29111;24575;BasDef;;;;16-MAR-17 09:31:56;,2410078,
